RU_1mc_nuke_enemy,1,mp/ru/nuke/nuke_enemy_ru.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
#Sentrygun
RU_1mc_sentry_destroyed,1,mp/ru/sentrygun/sentrygun_destroyed_ru.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
RU_1mc_sentrygun_ready,1,mp/ru/sentrygun/sentrygun_ready_ru.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
RU_1mc_sentrygun_friendly,1,mp/ru/sentrygun/sentrygun_friendly_ru.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
RU_1mc_sentrygun_enemy,1,mp/ru/sentrygun/sentrygun_enemy_ru.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1

#AB
#AC130
AB_1mc_ac130_ready,1,mp/ab/ac130/ac130_ready_ab.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
AB_1mc_ac130_friendly,1,mp/ab/ac130/ac130_friendly_ab.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
AB_1mc_ac130_enemy,1,mp/ab/ac130/ac130_enemy_ab.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
#Nuke
AB_1mc_nuke_ready,1,mp/ab/nuke/nuke_ready_ab.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
AB_1mc_nuke_friendly,1,mp/ab/nuke/nuke_friendly_ab.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
AB_1mc_nuke_enemy,1,mp/ab/nuke/nuke_enemy_ab.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
#Sentrygun
AB_1mc_sentry_destroyed,1,mp/AB/sentrygun/sentrygun_destroyed_ab.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
AB_1mc_sentrygun_ready,1,mp/ab/sentrygun/sentrygun_ready_ab.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
AB_1mc_sentrygun_friendly,1,mp/ab/sentrygun/sentrygun_friendly_ab.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1
AB_1mc_sentrygun_enemy,1,mp/ab/sentrygun/sentrygun_enemy_ab.wav,1,0.9,,,,360,600,announcer,streamed,,,master,all_mp,,,,,,radio,nowetlevel,,0.1

#Nuke
nuke_aftermath,,weapons/nuke/airlift_nuclear_aftmath.wav,0.5,0.5,music,,,,,auto2d,streamed,,,master,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,
nuke_explode,,weapons/nuke/airlift_nuclear_exp.wav,0.5,0.5,music,,,,,auto2d,streamed,,,master,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,
nuke_fuse,,weapons/nuke/elm_mortar_incoming02.wav,0.50.5,,music,,,,,auto2d,streamed,,,master,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,
nuke_warning,,weapons/nuke/nuke_warning.wav,0.5,0.5,music,,,,,auto2d,streamed,,,master,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,
